job_title,company_name,city,province,experience,years_of_exp,skills
Senior Networking Engineer,Talaat Moustafa Group -,"Dokki, Giza, Egypt",Giza,Experienced,3 - 6 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Full Stack Developer,Confidential -,"New Cairo, Cairo, Egypt",Cairo,Manager,4+ Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
IT Administrator,Orange Bay Hurghada -,"Hurghada, Red Sea, Egypt",Red Sea,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Indoor Scientific Sales Coordinator,Egyptian International Center for Import -,"New Cairo, Cairo, Egypt",Cairo,Entry Level,0 - 3 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Office 365 Administrator,CARE   -,"6th of October, Giza, Egypt",Giza,Experienced,2 - 15 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
SAP MM Consultant,Arab Otsuka Nutraceuticals   -,"10th of Ramadan City, Cairo, Egypt",Cairo,Entry Level,1 - 3 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Senior Engineer,Xceed Contact Center -,"Maadi, Cairo, Egypt",Cairo,Experienced,2 - 3 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Help Desk Specialist,Elsewedy industries -,"New Cairo, Cairo, Egypt",Cairo,Experienced,5 - 7 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
SEO Expert,Marketing Plus -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,1 - 3 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Quality Assurance IPC Supervisor,EVA Cosmetics   -,"6th of October, Giza, Egypt",Giza,Experienced,5 - 7 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
IT Section Head,Confidential -,"6th of October, Giza, Egypt",Giza,Senior Management,7 - 10 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
HIS Application Specialist,Shorouk Specialised Hospital  (Swiss Management)  -,"Shorouk City, Cairo, Egypt",Cairo,Experienced,3 - 6 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
IT Specialist,al-massagroup -,"Nasr City, Cairo, Egypt",Cairo,Experienced,2 - 10 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Senior Product Owner,amjaad Technology -,"Maadi, Cairo, Egypt",Cairo,Experienced,5 - 7 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Mongo & MS SQL DBA,MOBILY INFOTECH LTD INDIA -,"New Cairo, Cairo, Egypt",Cairo,Experienced,6 - 9 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Senior Threat Intelligence Analyst,CPX -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,computer science,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Software Development', 'Program Development', 'Full Stack Development', 'Front-End Development', 'Back-End Development', 'Mysql Database', 'Database SQL Server']"
Senior Backend Engineer,Masria Digital Payment (MDP) -,"New Cairo, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Technical Lead - Network & Communication,Allianz -,"New Cairo, Cairo, Egypt",Cairo,Manager,5 - 7 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Web Developer,M2A Facility Management GmbH -,"Bremen, Germany",Germany,Experienced,3 - 20 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Project Manager – Low-Code Automation,Confidential -,"Cairo, Egypt",Egypt,Experienced,3 - 15 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
HSE Specialist,Shabana Group  -,"Obour City, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Quality Control Inspector,Al Andalous Pharmaceutical Industries -,"6th of October, Giza, Egypt",Giza,Experienced,5 - 7 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
IT Director,Confidential -,"Cairo, Egypt",Egypt,Senior Management,20+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Information Security Manager,Buy and Go -,"Maadi, Cairo, Egypt",Cairo,Manager,5+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Android Developer,34ML -,"Heliopolis, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Laravel Developer,34ML -,"Heliopolis, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
MLOps + AI Engineer,Confidential -,"Cairo, Egypt",Egypt,Experienced,7 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Frontend Developer- Angular,Egabi FSI  -,"Sheraton, Cairo, Egypt",Cairo,Experienced,4 - 7 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Java Developer,Egabi FSI  -,"Sheraton, Cairo, Egypt",Cairo,Experienced,4+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior System Security Engineer,Zamil Steel - Center of Engineering Excellence -,"Maadi, Cairo, Egypt",Cairo,Experienced,4 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior System Administrator,Zamil Steel - Center of Engineering Excellence -,"Maadi, Cairo, Egypt",Cairo,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Software Development', 'Software Engineering', 'JavaScript', 'Java']"
Senior Quality Control Engineer,Kandil Steel -,"Obour City, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Full Stack Developer,Confidential -,"Muscat, Oman",Oman,Experienced,5 - 10 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Software Sales Account Manager,Prosoft Information Systems -,"Smart Village, Giza, Egypt",Giza,Experienced,2 - 5 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Quality Manager,CairoPac   -,"6th of October, Giza, Egypt",Giza,Manager,10 - 15 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
IT Senior Application Analyst,Nacita -,"6th of October, Giza, Egypt",Giza,Experienced,5 - 7 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Windows Application Developer,Finiex Soft  -,"Alexandria, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
IT Help Desk,Almosafer -,"Mohandessin, Giza, Egypt",Giza,Experienced,1 - 2 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Oracle Database Administrator,Egabi FSI  -,"Sheraton, Cairo, Egypt",Cairo,Experienced,5+ Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Senior Testing/Quality Assurance,Sulfah -,"Maadi, Cairo, Egypt",Cairo,Experienced,4 - 8 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Express.js Developer,ElTarek Group -,"Alexandria, Egypt",Egypt,Experienced,2 - 3 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
IT Business Partner / Manager,Arma-HSA -,"Cairo, Egypt",Egypt,Manager,10 - 15 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Mechanical Technical Office Engineer (QS),Reiada -,"Sheraton, Cairo, Egypt",Cairo,Experienced,5 - 10 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Senior PHP Developer (Laravel),Our Education -,"Nasr City, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Summer Internship,Haier Electric Egypt  -,"10th of Ramadan City, Sharqia, Egypt",Sharqia,Entry Level,Missing,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Health & Safety Officer – Water Treatment & STP Mega Projects,System Technique -,"Abu Rawash, Giza, Egypt",Giza,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Quality Control', 'Raw Material inspection', 'Lean Six Sigma']"
Application Engineer,Diversey Egypt -,"Cairo, Egypt",Egypt,Experienced,1+ Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Front End Developer,Outservingplus -,"Cairo, Egypt",Egypt,Experienced,2 - 3 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Senior IT Specialist,Sharm Dreams Group -,"Bourj Alarab, Alexandria, Egypt",Alexandria,Experienced,3 - 5 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Sales Manager,Egyptian International Center for Import -,"New Cairo, Cairo, Egypt",Cairo,Manager,3 - 7 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Full stack Node js Dev.,qTech.  -,"New Nozha, Cairo, Egypt",Cairo,Experienced,3+ Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
IT Helpdesk,Upwyde -,"New Cairo, Cairo, Egypt",Cairo,Experienced,1 - 2 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Unit Manager - Product Development,Allianz -,"New Cairo, Cairo, Egypt",Cairo,Manager,7 - 10 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
IT Specialist,Zeina Group -,"Sheikh Zayed, Giza, Egypt",Giza,Experienced,2 - 3 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
IT Help Desk Specialist,Memaar Alashraaf -,"New Cairo, Cairo, Egypt",Cairo,Experienced,1 - 4 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Artificial Intelligence & Machine Learning Intern,Aajil -,"Riyadh, Saudi Arabia",Saudi Arabia,Not specified,0 - 2 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
HSE Section Head,Kandil Steel -,"10th of Ramadan City, Cairo, Egypt",Cairo,Manager,5 - 7 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Medical Representative.,ICAREMEDICAL -,"Alexandria, Egypt",Egypt,Student,0 - 1 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Quality Control Engineer,Cookievore -,"Sheikh Zayed, Giza, Egypt",Giza,Entry Level,2 - 3 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Medical Representative,ICAREMEDICAL -,"Cairo, Egypt",Egypt,Student,Missing,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Senior Software Testing Engineer,Bevatel -,"Dokki, Giza, Egypt",Giza,Experienced,3 - 5 Yrs of Exp,"['Engineering - Other', 'Technical troubleshooting', 'Analytical thinking', 'Communication', 'Product demonstration', 'Technical documentation', 'Time management']"
Odoo Implementer,SERA Group -,"Obour City, Cairo, Egypt",Cairo,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Odoo Technical Specialist,modern arab communication -,"Heliopolis, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
System Administrator Supervisor,Rashideen Egypt for Trade  -,"Katameya, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Senior Quality Assurance. .,Kandil Steel -,"Obour City, Cairo, Egypt",Cairo,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Senior Specialist - Project Controls,AECOM -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Senior R D Chemist,Orient -,"Shubra, Cairo, Egypt",Cairo,Experienced,1 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
IT Specialist,Arab Otsuka Nutraceuticals   -,"Cairo, Egypt",Egypt,Experienced,1 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Instructional Designing Internship,Thaka International -,"Nasr City, Cairo, Egypt",Cairo,Entry Level,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Technical Lead,Confidential -,"Cairo, Egypt",Egypt,Manager,10 - 15 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Presales Manager IT,Arabian for Science and Technology Co. ASTC -,"Heliopolis, Cairo, Egypt",Cairo,Manager,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Senior Product Manager,Rapyd -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Quality Assurance Section Head,Confidential -,"Sharqia, Egypt",Egypt,Senior Management,5 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Odoo Developer,ACS logistic company -,"Gomrok, Alexandria, Egypt",Alexandria,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
"Application Support Engineer ""sales Buzz""",AJE -,"6th of October, Giza, Egypt",Giza,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
Solutions Engineer,Fortra -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo Implementer', 'Information Technology (IT)', 'ERP', 'Odoo', 'Odoo Modules', 'Computer Science']"
"Lead Specialist, Operational Excellence Phose 3 II",Ma'aden -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,10+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Agricultural Engineer,Talaat Moustafa Group -,"New Cairo, Cairo, Egypt",Cairo,Experienced,2 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Game Designer (Web/UI/UX) - AdTech,TradeTracker.com -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Q.C Raw Material & Packaging Manager,APEX Pharma -,"Badr City, Cairo, Egypt",Cairo,Manager,7+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Export Manager,NAFFCO  -,"6th of October, Giza, Egypt",Giza,Manager,3 - 7 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Senior HIS IT Technical Support Specialist,Almoosa Health Group -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,2 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
IT Help Desk,Mersal  -,"Maadi, Cairo, Egypt",Cairo,Entry Level,1+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
MLOps Engineer,Confidential -,"Cairo, Egypt",Egypt,Experienced,5 - 9 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Assistant IT Manager,Hyde Johannesburg Rosebank -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,2 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Senior Engineer,AVEVA -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Cloud Platforms Engineering Manager,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,10+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
D365 POS Developer,Lumovy Technology Solutions -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
DHC_Impact.Associate Director - Sustainability,Jumeirah -,"Dubai, United Arab Emirates",United Arab Emirates,Manager,science,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Medical Representative - Sohag,El Nahar for Medical Solutions -,"Sohag, Egypt",Egypt,Entry Level,0 - 4 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Medical Representative - Assiut,El Nahar for Medical Solutions -,"Assiut, Egypt",Egypt,Entry Level,0 - 4 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
Senior Manager - Financial Planning & Analysis - Dubai Holding Real Estate,Jumeirah -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'information technology (it)', 'customer service', 'computer science', 'customer support', 'engineering', 'implementation', 'business']"
"Affiliate Manager, Africa & Arabia",Airalo -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Solution Architect - Blockchain Security & Threat Monitoring - BCF,Chainalysis -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Customer Success Manager (Arabic Speaker),Insider. -,"Riyadh, Saudi Arabia",Saudi Arabia,Not specified,5 - 10 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Senior Full Stack Developer,Helios Towers -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,10+ Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Director of Information Security (InfoSec),Avanguard -,"New Cairo, Cairo, Egypt",Cairo,Senior Management,10 - 20 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
IT Help Desk Specialist,Enable -,"Cairo, Egypt",Egypt,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Electrical and Mechanical Engineers,International co for Electrical & Electronic Industries Electro George -,"Abu Rawash, Giza, Egypt",Giza,Entry Level,Missing,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Senior Manager - Accounting,Jamal Al-Ghurair Group of Companies -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
"Portfolio, Business Planning Senior Manager.Injaz - RBG - Emirati Proposition & Head.Retail Banking Group",Mashreq Corporate & Investment Banking Group -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,computer science,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Open edX Platform Manager/ Site Administrator- English Speaker,Thaka International -,"Nasr City, Cairo, Egypt",Cairo,Manager,4 - 7 Yrs of Exp,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
